tweet_date,tweet,sentiment,
5/14/2021 18:44,ڪي لفظ محاوري طور استعمال ٿين ٿا، جيئن مولوي جو ايمان موالي جي اڳٺ کان وڌيڪ ڪمزور ھوندو اتي سبجيڪٽ اڳٺ نه پر ا… ,,
5/14/2021 18:36,آپي دعا ,,
5/14/2021 18:32,اھي فارورڊ ميسج ڪٿان ڪاپي ڪندو آھين ,,
5/14/2021 18:30,ان خچر بلاڪ ڪري ڇڏيو آ ,,
5/14/2021 18:29,عمر ڏس وري مڙس جا ڪم ڏس ,,
5/14/2021 18:28,قرآن ان ٽوئيٽ پويان منھنجو ڪو ھٿ نہ ھو، ٻار شيطان ٿي ويا آھن  ,,
5/14/2021 18:23,ماڻھو لوسي آھن ,,
5/14/2021 18:22,ڀتر تون بہ نياڻي ٻار تي چرچا پيو ڪرين ,,
5/14/2021 18:18,وندا ٻڌندا ھوندا  ,,
5/14/2021 18:16,حيدر قادري ڪير آ ,,
5/14/2021 18:15,ھي اسرائيل وارن لاءِ ھو ,,
5/14/2021 18:10,ھتيت  ,,
5/14/2021 17:52,تون گيدي گن مشينن سان  ,,
5/14/2021 15:17,ایک بندے نے عید کے مولوی کو کہا مولوی صاحب سویاں کھائیں گے یا حلوہ؟ ,,
5/14/2021 15:17,ھاھاھاھاھاھاھا  ,,
5/14/2021 15:10,ھمراھ عيد جي ڏينھن مولوي کي چيو سائين سيون کائيندو يا حلوہ؟ مولوي چيو گھر  صرف ھڪڙي پليٽ اٿوَ ڇا  ,,
5/14/2021 14:22,ڊاڪٽر صاحبہ جي ايم سيد جي وڏي مداح آھي، جتي سيد جو ذڪر نہ ھجي، زوري اتي سيد کي فٽ ڪرڻ نہ وساريندي آھي. جن تاريخ پڙھ… ,,
5/14/2021 14:16,مزي جي ڳالھ شھيد سومري جون اڳڪٿيون ھجن يا سورھيہ بادشاھ جون، اھي اوھان… ,,
5/14/2021 13:41,او ,,
5/14/2021 13:39,ڇا اھا ڳالھ درست آھي تہ الھ بخش سومرو کي ايوب کھڙي جي ڀاءُ حرن معرفت شھيد ڪرايو ھو.  ,,
5/14/2021 13:18,مھرباني ,,
5/14/2021 13:18,صدقو ,,
5/14/2021 13:16,اوڪي مبارڪون وٺ واپس ,,
5/14/2021 13:16,ڪيڏو سڙو پيا ,,
5/14/2021 13:14,افلا کي تہ وھنجاريو ان   ,,
5/14/2021 13:13,مري وڃ ,,
5/14/2021 13:11,بانور نہ ڪر بلبل، ڏسي چٽڪو بھاري جو ,,
5/14/2021 13:08,ختم ڪري ڇڏين  ,,
5/14/2021 13:00,ڪر ,,
5/14/2021 12:41,مان ٽوئيٽر وارن جو دادلو آھيان  ,,
5/14/2021 12:22,ھاھاھاھاھاھاھا  ,,
5/14/2021 12:20,اڄ مان واندو آھيان سڀ ڪم ڪندس  ,,
5/14/2021 12:11,تصديق ڪر ,,
5/14/2021 12:07,ڇو ,,
5/14/2021 12:06,اوڪي ڊي ايم ڪر تہ جڳاڙ ڪيون  ,,
5/14/2021 12:05,ھاھاھا ساڙ ٿي پيو نه امان؟ ,,
5/14/2021 12:04,نہ ڙي  ,,
5/14/2021 12:04,ھائو  ,,
5/14/2021 12:01,ھاھا اھيو مان ۴,,
5/14/2021 11:59,ھاھا اھو ئي چيو سر ,,۵ مھينا اڳ ڏٺو ھو  
5/14/2021 11:52,انڊيا سر ٻيو نائيجيريا ڪجھ ٻيا بہ ھئا ياد ناھي ,,
5/14/2021 11:44,توڙي جو اھو ڪارڊ سليبرٽيز کان مختلف ھوندو پر ھاڻي ھر ماڻھو پنھنجو تعارف، رابطا جا نمبر، تصوير،  سوشل ميڊيا جا لنڪ… ,,
5/14/2021 11:44,گوگل ڪجھ ملڪن  گوگل پيپل ڪارڊ نالي ھڪ سروس ڪجھ وقت اڳ شروع ڪيو، اڳ جيئن ڳولا کان پوءِ ڪنھن سليبرٽي جو ناليج گراف ظ… ,,
5/14/2021 11:35,انت لست ولدا طيبا ,,
5/14/2021 11:32,چانھ چاھ  پاپن جو نالو آھي  ,,
5/14/2021 11:31,واحد نفر جديد ذليل ,,
5/14/2021 11:04,ھاھاھاھاھاھاھا ,,
5/14/2021 10:47,فالوو ڪر تون فالوو ٻار ,,
5/13/2021 21:21,ھاھاھاھاھاھاھا بلر تصوير مان بہ سڃاڻي ويوس ,,
5/13/2021 21:15,ھي ڪير آ؟ ,,
5/13/2021 21:01,اتي آھين ڇا  ,,
5/13/2021 20:49,مھرباني، خوش ھجو  ,,
5/13/2021 20:44,معني ماڻھو ھاڻي مزاق بہ نہ ڪري  ,,
5/13/2021 20:28,سپائڊرمين وارو؟ ,,
5/13/2021 20:13,ڊي پي مان بلر افيڪٽ ختم ٿي ويو.  ,,
5/13/2021 18:34,ھاھاھا  ,,
5/13/2021 18:29,ننڍڙي نيري سوفي ,,
5/13/2021 16:53,تون ھوئين پپو آھين فلٽر ڇو؟ ,,
5/13/2021 16:02,بلڪل. ,,
5/13/2021 15:59,نہ بابا عيد تہ ٿيڻي ھئي پوءِ ڏينھن اڳي يا پوءِ ,,
5/13/2021 15:52,ائين آھي نہ  ,,
5/13/2021 15:52,حريم کي عيد مبارڪ  ,,
5/13/2021 15:22,ھڪ ماڻھو ,,
5/13/2021 14:57,عيد تي ماڻھو پنھنجي تصوير رکي يا فليٽ ئي نہ رکي. ,,
5/13/2021 14:51,وڏا بابا ,,
5/13/2021 14:50,اسان جو ماڻھو شل نہ ٻي جي ڪا غلط ڏسي، پاڻ ۲۹ روضا نہ رکي تڏھن بہ چوندو يار ملا ھڪ روضو کائي ويا. ,,
5/13/2021 13:10,اڇا ٺيڪ  ,,
5/13/2021 13:07,مان ٺران  ,,
5/13/2021 13:06,ڪمزور ٿي ويا آھيو ,,
5/12/2021 18:48,ھاھا  ,,
5/12/2021 18:45,دير، وٺ وٺان کان پوءِ دل ئي نٿي چئي ڪو عيد مبارڪ چئبي، ھي ملان ماڻھو جا پٽ ڪڏھن ٿيندا، اڄ کان ۲۰ سال اڳ ٽيڪنالاجي ن…  ,,
5/12/2021 17:05,بدقسمتي آ اھا بہ وڏي ,,
5/12/2021 17:05,ھاھا حالت آ  ,,
5/12/2021 17:05,کراچی کا صدر بازار۔ ,,
5/12/2021 17:02,واھ  ,,
5/12/2021 16:50,پڙھونس ٿا سائين ,,
5/12/2021 16:50,ھاھاھا مھرباني سائين، باقي مونث مذڪر اسان کي سمجھ ناھي ايندو ,,
5/12/2021 16:49,ھل ڙي ميڊيم ايڏي چڙ  نفرت ,,
5/12/2021 16:48,بلڪل ادا مان ان جي سپورٽ ناھي ڪئي يڪو اسپيسز تي ڳالھايو پي ان تي ,,
5/12/2021 16:08,چلڪين پيو ,,
5/12/2021 16:04,آئيني جي سامھون بيھي؟  ,,
5/12/2021 16:03,ھاھا مھرباني  سلام بہ پھچائي ڇڏيا ,,
5/12/2021 15:59,ھا ھا ھا ,,
5/12/2021 15:59,ڪيڏي نہ عجيب ڳالھ آھي  مونکي تہ پڙھي بہ الائي ڇا ٿيندو آھي ,,
5/12/2021 15:58,ٽوئيٽر  تون آھين ,,
5/12/2021 15:55,ھتي جا ڪراڙا خطرناڪ آھن  ,,
5/12/2021 15:50,ھائو ائين آھي  ,,
5/12/2021 15:48,وري جڏھن عروا بن زبير کي خبر پئي تہ ان بہ صرف ھڪ ئي شھاب زُوھري کي ڇو ٻڌائي؟ اھڙو بن… ,,
5/12/2021 15:45,اھو اسلام جو پھريون واقعو يا بنياد آھي، اھا ڳالھ نبي ٻي ڪنھن ھنڌ ڇو نہ ڪئي؟ خديجه بہ… ,,
5/12/2021 15:42,پر عائشہ رضه اھو ڪٿي بہ نہ ٻڌايو تہ ڪو پغمبر کان ان اھا ڳالھ ٻڌي يا فلاڻو سوال ڪيو ت… ,,
5/12/2021 15:41,ورقا بن نوفل نبوت جي تصديق ڪئي ان ڳالھ تي تنقيد ٿيل اھا معقول تنقيد لڳي ٿي، ڇو… ,,
5/12/2021 15:21,هڪڙو پوليس وارو جنهن پنهنجي سڄي ڄمار پوليس کي ارپي، هر وقت لبيڪ چيائين، هر حال  حاضر هيو، آخر ان ايماندار ,,
5/12/2021 14:50,متفق ,,
5/12/2021 14:47,ھاھا وڏي سائنس ٻڌائي اٿوَ سائين ,,
5/12/2021 14:46,اھڙي گار محسوس نہ ٿيندي آ  ,,
5/12/2021 14:38,ھاھا  ,,
5/12/2021 14:38,ماشاالله خوشي ٿئي ٿي سنڌي بہ ترقي ڪن پيا ,,
5/12/2021 14:31,اقو کي گاريون پيو ڏي ان ٽوئيٽ   ,,
5/12/2021 14:28,پر مڃڻ گھرجي تہ ھڪ ٻہ سواءِ ڪتابن  گاريون گھٽ ئي ملنديون ,,
5/12/2021 14:27,مبارڪون اھا ٽوئيٽ وائرل آ  ,,
5/12/2021 14:25,اوھان وٽ ٽوٽل ڪتاب ڪيترا آھن؟ ,,
5/12/2021 14:25,مھرباني سر ,,
5/12/2021 14:24,ٽائپو فرق آ.. نہ تہ ڳالهہ ساڳي آ.. بھرحال آخري ھ گولڙي واري ٿيندي. جيئن متحده ,,
5/12/2021 14:24,جي موبائيل  فونٽس جو فرق آھي مون اسڪرين شاٽ رکي اھا ڏسو ,,
5/12/2021 14:23,اوھان کي ۱۰۰ ڪتاب ڏجن ,,
5/12/2021 14:21,نہ ائين بہ ,,
5/12/2021 14:20,ھاھا الائي ,,
5/12/2021 14:20,ساڳيا ناھن ,,
5/12/2021 14:20,سھي پر پڙھي ڊسٽرب ٿيندو آھي ماڻھو ,,
5/12/2021 14:19,سھي  ,,
5/12/2021 14:19,سر ڪھڙو لفظ درست آھي ,,
5/12/2021 14:16,متحده يا متحدہ؟ ,,
5/12/2021 14:09,اڇا مونکي نامناسب لڳندو آھي گار ڏيڻ  پڙھڻ بہ ,,
5/12/2021 14:06,ھا پر غلط آ نہ  ,,
5/12/2021 14:02,پوءِ تہ گار واري ٻولي بہ ڪونہ سمجھندا ,,
5/12/2021 14:02,ھاھا متفق تہ چپل بہ پاتل نہ ھيس ,,
5/12/2021 14:01,اھا تہ ڪا نيو ٿيوري آ ,,
5/12/2021 14:01,اڇا يا چڙ ؟ ,,
5/12/2021 14:00,ڪانگو  ,,
5/12/2021 14:00,پر ماڻھو ائين بہ ڳالھائي سگھي ٿو، گار ئي ڇو  ,,
5/12/2021 13:59,ھاھاھاھاھاھاھا  ,,
5/12/2021 13:56,يا وري ,,
5/12/2021 13:55,مون سمجھ نہ ايندو آ تہ ماڻھو آخر گار ڇو ڏيندو آھي؟ ڪنھن دوست وٽ وجھ ھجي تہ بڌايو. ,,
5/12/2021 13:54,سنڌ کان ٻاھر  ,,
5/12/2021 13:07,ماڪوڙي فالو بہ ڪيو ھوندو ,,
5/12/2021 13:00,آخري تصوير  بائيڪ تي ويٺل ھئي ,,
5/12/2021 12:52,ھي ٽوئيٽ ماڪوڙي اسان لاءِ نہ ڪئي ,,
5/12/2021 12:46,بلڪل غلط آھي بابا، مان 48ع بابت لکيو، اڄ جيڪو ٿي پيو، اھو ماضي سان ڳنڍيل آھي، اڄ لاءِ مون ڪجھ ناھي لکيو ,,
5/12/2021 12:19,48ع  ٻن رياستن فلسطين  اسرائيل جي قيام جو فيصلو، جتي بيت المقدس کي اقوام متحدہ جي انتظام ھيٺ علائقو قرار ڏنو ويو… ,,
5/11/2021 20:52,ھاھا  ,,
5/11/2021 20:43, جڏھن تون اڪيلي محسوس ڪرين، ڪو توسان پيار نہ ڪري، تڏھن سمجھي وڃ تہ رسول حمزه توف ڪنھن ڏوراھين پھاڙي  مري چڪو آھي. ,,
5/11/2021 20:41,رسول حمزه توف جھڙي محبت ڪير ڪندو، جنھن عورت کي چيو تہ اگر توسان ۱۰۰ ماڻھو محبت ڪن تڏھن بہ سمجھي وڃ انھن  ھڪڙو آئون…  ,,
5/11/2021 19:29,جي اھا بہ ڪئي  ,,
5/11/2021 19:27,توھان شاھد رھجو مان ڪوشش ڪئي.  ,,
5/11/2021 19:26,ڪني نسل جا وٺا الائي ڇا ڇا گاريون ,,
5/11/2021 19:25,اتي بہ نٿي ملي  ,,
5/11/2021 17:56,اصولن پبلڪ اسپيس آھي ان جون پاليسيون پنھنجي پسند نا پسند تي نہ اتي مخالف بہ اي… ,,
5/11/2021 16:51,ھاھاھاھاھاھاھا ,,
5/11/2021 16:50,ڪم ڏس  ,,
5/11/2021 16:48,ڏک ٿيو جنريشن گيپ واقعي موجود آھي  ,,
5/11/2021 16:47,ھلڙي ابا اھڙي ڪھڙي دشمني آ   ,,
5/11/2021 15:13,پنهنجي کنگ کنگ ,,
5/11/2021 14:51,سر ڪنھن جو نالو ناھي ,,
5/11/2021 14:48,اچو ,,
5/11/2021 14:41,ھاھا نہ نہ بس ڪھاڙي گم ٿي وئي ,,
5/11/2021 14:41,ھڪ  ھمراھ ننڊ  بہ واٺو واٺو ڪري رھيو ھو، پاسي واري کٽ تي ستل پوڙھو پيءُ ڳالھ سمجھي نه سگھيو  چوڻ لڳو ابا مونکي سڏين پيو ڇا   ,,
5/11/2021 14:32,ھائو ,,
5/11/2021 14:30,ايڏو نہ سوچ  ,,
5/11/2021 14:29,ھاھاھاھاھاھاھا  ,,
5/11/2021 14:26,جنھن بہ کنئي آ  ,,
5/11/2021 14:18,ھٽلر وارو آ  ,,
5/11/2021 14:14,جواب ڏيو انعام کٽيو ,,
5/11/2021 9:28,پوءِ ڪيئن خبر پوندي ايج جي  ,,
5/11/2021 8:48,جيئن داڻي جي اندر سمايل وڻ آ سڄو ,,
5/11/2021 7:38,اڇا شام جو؟ ,,
5/11/2021 7:36,خيال ڪر بائيڪ مان نہ ڪري پوين ,,
5/11/2021 7:33,سنڌ لاءِ جدوجھد ڪرڻ  آواز بلند ڪرڻ لاءِ ڪنھن سياسي تنظيم  ھجڻ ضروري ناھي.  ,,
5/10/2021 21:27,ھاھاھاھاھاھاھا ,,
5/10/2021 21:24,ھي اسان جو ھُر کُر گروپ ھتي اسان ٻاراڻيون ڪچھريون ڪندا آھيون  گروپ جو ايڊمن ننڍڙو سيم آھي. ,,
5/10/2021 19:41,مان پري آھيان ,,
5/10/2021 19:40,اقو ھي پاپا يونائيٽيڊ بيڪري صدر ڪراچي  ھن وقت موجود آھن، صفا تازا آھن، رات ڌاڙو ھڻڻ جي تياري ڪر.  ,,
5/10/2021 16:27,اھيو ڀلو ڪندا آھيون  ,,
5/10/2021 16:26,اسان کي ٽوئٽر تي موجود گروپن جي اڃان تائين خبر ناھي پئي جيڪو دل  اچي چيو ڇڏيون  ڪنھن جي بہ ٽي ايل تي جواب به ڏيون اچ… ,,
5/10/2021 16:24,اسان مزاق رپلائي  ڪيو ,,
5/10/2021 16:21,ھاھاھاھاھاھاھا ھاھاھاھاھاھاھا ٽوئيٽ آف ڊي ,,
5/10/2021 16:21,سائين مضبوط هٿ ڇا ٿيندو آهي؟ ,,
5/10/2021 16:19,بابا توسان مزاق ڪيون پيا چڙين ڇو پيو  ,,
5/10/2021 16:14,شھريار ايس ايس موڪليو آھي ھڪ دوست چئيس پيو ,,
5/10/2021 16:10,ھاھاھاھاھاھاھا ,,
5/10/2021 16:09,ايڏو عقل ٿن اٿن  ,,
5/10/2021 16:08,مان آھيان ڳالھايو ,,
5/10/2021 15:59,ڪٿي واٽس ايپ تي؟ ️ ,,
5/10/2021 15:55,صدقو وڃين سڄي سسٽم تان ,,
5/10/2021 15:49,ڀلا اسپيڪر کي خبر پئي تہ ڪيئن رڪارڊ ٿي وئي  ھاڻي ڪيمرا ڏي ڏسي ھٿ لوڏي ڇڏ  ,,
5/10/2021 15:48,جي جي، اسان جي پويان مضبوط هٿ آهي. جنھن کي اسان لاجڪ    چوندا آهيون.  ها باقي تنھنجو صلح ڪرائڻ وارو ڊرامو به خوب ره… ,,
5/10/2021 15:34,مان تہ بچيانس پيو جيئن آئيندھ پرائي گلا نہ ٻڌڻي پويس ,,
5/10/2021 15:27,اصل  مسئلو اھو آھي تہ جڏھن نوٽ ٿيندو آھي تہ ڪو فلاڻو ٽرينڊ ڪنھن سياسي پارٽي ھلايو آھي عام.ماڻھن ن… ,,
5/10/2021 15:21,اسان ٿورا دوست آھيون پر ھم خيال آھيون، خاص ڪري سنڌ جي مسئلن تي پارٽين کان پري ٿي آواز اٿاريندا آھيون، ان لاءِ ڪافي… ,,
5/10/2021 14:51,جي سائين مذمت ڪجي ٿي، مان ناھي رکي ,,
5/10/2021 13:05,ملڪ رياض تي اخبارن  صحافين جي ڪاوڙ جائز آھي  ,,
5/10/2021 8:18,آزادلي اھو ٽوئيٽ ڪيئن ٿيو؟ ,,
5/10/2021 7:58,نہ بابا اھيو سيريس نوٽ ھيو ,,
5/10/2021 7:57,سچي  ,,
5/10/2021 7:56,تصوير  افيڪٽ ھڻڻ سان ٻاراڻي تصوير لڳندي آ  ,,
5/10/2021 7:54,ھاڻي تنھنجي اوطاق مور نہ ايندو مينڌرو ,,
5/10/2021 7:54,کلڻ واريون اوھان آھيو  ,,
5/10/2021 7:50,منھنجو محبوب مولانا الياس قادري آ  ,,
5/10/2021 7:48,ڪافر اکيون محبوب جون ,,
5/10/2021 7:45,جيسين نہ چارڻ ديدار وٺي ,,
5/10/2021 7:43,اکيون مون سڃاتيون ,,
5/10/2021 7:30,مھرباني ادا ,,
5/10/2021 7:28,ھل چمڙي  ,,
5/9/2021 17:15,واہ واہ پر مان ايڊٽ نہ ڪئي ھئي ,,
5/9/2021 17:11,ائين جلدي ڪيئن؟ بابا ائين ئي نظر آيو پي سچي ,,
5/9/2021 15:57,ھي اسان سوشل ميڊيائي وات ڳاڙھن جي جدوجھد آھي، جتي بيان  نہ مظاھرن جو ذڪر آھي نہ ڪنھن اڳواڻ جو، پر ذڪر آھي تہ سوشل… ,,
5/9/2021 14:42,ملاوٽ جو زمانو آھي ,,
5/9/2021 14:42,ماڪوڙا تون واٽس ايپ تي ايٽمي راز تہ ناھين ٻڌائيندو  ,,
5/9/2021 14:39,جھونا ٿيا جھاز ,,
5/9/2021 14:38,جا موچڙا ياد آهن مونکي سائين هڪ چڪر صبح جو سوير ننڊ مان اٿي مان ضد ڪيو تہ اسڪول ڪون ويندس مٿان رلي وجهي سمهي پي… ,,
5/9/2021 14:37,توبھہ  ,,
5/9/2021 11:56,تان ڪِي ساڻَنِ اورِ، جان آهِينِ اوطاقُنِ ؛  ,,
5/8/2021 19:14,اسان جا مطلبا ڌرتي ڌڻين لاءِ آھن، انھن مطالبن  گار  لعنت بجاءِ اسان کي پنھنجي مظلوميت ڏيکاري ھر تنظيم  مڪتبہ فڪر جي… ,,
5/8/2021 18:09,ننڊ ,,
5/8/2021 15:50,اھو ھٿ  ناھي ,,
5/8/2021 15:50,تو ڪئي توکي ڦٻي مومل اھا مزاق ,,
5/8/2021 15:47,پوءِ بابا وڃ نہ ,,
5/8/2021 15:46,متفق ,,
5/8/2021 15:46,منھنجي ڦڦي جا پٽ آھن ڇا  ,,
5/8/2021 15:45,ڇو بابا  اسان جي تہ ھن دفعي 15 ھين عيد آھي گھر واران کان سواءِ، مان بس سمھندو آھيان مزي سان   ,,
5/8/2021 12:21,تون ڪنھن ڪنھن کي خاموش ڪندي اعلان ھزارين مان نہ رڳو.... ,,
5/8/2021 12:21,ھتيت  ,,
5/8/2021 12:21,اب تو بحریہ ٹاٶن واقعہ پر کو نوٹس لٸے 24 گھنٹے گزر چکے ہیں مگر عملدراَمد نہیں ہو رہا کیا وجہ ہے؟ ,,
5/8/2021 12:16,ياد رکو جڏھن ڪنھن صحافي، وفاقي يا صوبائي عملدار کي ٽيگ ڪري مسئلو ٻڌائبو ان  لعنت  غدار جھڙن لفظن جو استعمال نہ ڪب… ,,
5/8/2021 12:10,ياد رکو اسان جا مطلبا ڌرتي ڌڻين لاءِ آھن، انھن مطالبن  گار  لعنت بجاءِ اسان کي پنھنجي مظلوميت ڏيکاري ھر تنظيم  م… ,,
5/8/2021 12:04,تون ڪنھن ڪنھن کي خاموش ڪندي اعلان ھزارين مان نہ رڳو. ,,
5/8/2021 12:02,ويس بدل سان، رنگ نئين سان ,,
5/8/2021 11:57,ملک ریاض کے پیچھے اس کا مائی باپ کھڑا ہے جس کو سب جانتے ہیں لیکن نام کوئی نہیں لیتا وہ اگر نہ چاہے تو ملک ریاض کی کیا مجال ہ… ,,
5/8/2021 9:22,ھاھا  ,,
5/8/2021 8:50,اچو سائين  ,,
5/8/2021 8:34,ٽرينڊ هلڻ غلط ناهي پر ٽرينڊ اهڙو هجڻ گهرجي جنهن  هر مذهب هر فرقي هر سياسي سماجي تنظيمن جا ماڻهون حصو وٺن تڏهن ئي ٽرينڊ ڪامي… ,,
5/8/2021 8:33,بحريا ٽائون وڃڻ بجاءِ اسان جا اڳواڻ سنڌ جي راڄڌاني ڪراچي، اتي موجود اسان جي اسيمبلي  وزيراعلي سنڌ سامھون احتجاج ڪن… ,,
5/8/2021 8:30,اڃا رُڃ مان رڙ اچي پئي اچي ,,
5/8/2021 7:35,دشت گرد گنڊي ملڪ رياض کي گرفتار ڪيو نت ٻي صورت  سڄي سنڌ سراپا احتجاج ھوندي ,,
5/8/2021 7:34,ملک ریاض کی دو نمبریاں دیکھیں کہتا تھا کہ غریبوں کو ہر سال ایک ہزار مکانات دے گا، اس کے برعکس ہر سال اتنی تعداد میں لوگوں… ,,
5/8/2021 7:06,دشت گرد گنڊي ملڪ رياض کي گرفتار ڪيو نت ٻي صورت  سڄي سنڌ سراپا احتجاج ھوندي ,,
5/8/2021 7:06,اڄ قسمين قسمين جا ٽرينڊ ھلن پيا سائين ,,
5/8/2021 6:57,پنھنجو نالو لکين ھا تہ بہ ڳالھ ساڳي ھئي  ,,
5/7/2021 15:56,سر طبعيت ٺيڪ آ؟ اڄ بي پي ھائي ٿو لڳي؟ ,,
5/7/2021 15:17,جلال قادر ثنان اياز لطيف انهن کي تڏهن خبر پئي جڏهن پوليس پراڻا گبولن جا ڳوٺ مسمار ڪرڻ باقي انهي جڳه ک… ,,
5/7/2021 14:45,بھیڑیا  ٹاؤن معاملے پر سندھ حکومت اور پیپلز پارٹی کو بھرپور موقف لینا ہوگا۔ ,,
5/7/2021 14:43,نڪرو نڪرو اسان بہ پڄون ٿا ,,
5/7/2021 14:34,ھتيت ,,
5/7/2021 14:34,بس پڄڻو آ ڪراچي ,,
5/7/2021 14:32,بس غدار آھين ,,
5/7/2021 14:28,پوءِ ٺيڪ آ، ڪرايو وٺي نڪرو جلدي ڪراچي ڏي ,,
5/7/2021 14:27,ھي ملي ويندو ,,
5/7/2021 14:24,گرمي آھي  ننڍڙي بہ آھين ,,
5/7/2021 14:21,متفق ٿجي ٿو ,,
5/7/2021 14:21,سمورا دوست بندوقون کڻي ڪراچي پھچو. ,,
5/7/2021 13:45,پر سبب ڇا آھي رڪارڊ گھرائڻ جو؟ ,,
5/7/2021 13:44,نیب کو کیا مسئلہ ھے اس میں ؟ یہ لوگ ملک کو کس سمت میں لیکر جا رھے ھیں ؟ ,,
5/7/2021 12:38,جيڻا ڪا ذات آھي سائين؟ ,,
5/7/2021 12:37,جيڻا يا جناح؟ ,,
5/7/2021 12:35,ھاھاھاھاھاھاھا سھي، ھوئين سائين اسان کي ڪيٽگرائيز ڪرڻو پوندو تہ ڪن شين کي جذباتي ٿي ڏسڻو آھي مثلن… ,,
5/7/2021 12:19,ھا مٿون پورشن تنھنجو ,,
5/7/2021 12:18,توکي نہ ڏبو قرآن منڪر آھين ,,
5/7/2021 12:15,نوازشون سر مان جڏھن چوڻ وارو ھيس تہ امر سائين ڳالھائي جيسين اوھان وڃي چڪا ھئا ,,
5/7/2021 12:15,ڪيڏو مزو ٿي جو ڪنھن فيڪ آئي ڊي مان ملڪ رياض ٻڌي  ڊي ايم ڪري فلاڻو لمبر پلاٽ تنھنجو آ  ,,
5/7/2021 12:09,آءُ اڪيلو، سامهون سٿ ,,
5/7/2021 11:26,ھاھاھا ,,
5/7/2021 11:07,ھاھاھا سائين گم ٿي ويندو آ ٽائيم تي ,,
5/7/2021 9:10,چريو آھيان نہ ,,
5/7/2021 9:10,ڇا مطلب مان يوٿيو آھيان؟  ,,
5/6/2021 20:06,"اڄ ڪلھ مان سوچيان پيو تہ ""ھر اھو ماڻھو لفافا ٿو وٺي جيڪو منھنجي سوچ تي نٿو ھلي  مون سان ھا  ھا نٿو ملائي"". ڇا منھ… ",,
5/6/2021 17:57,سائين قاسم سومرو جن جي مھرباني، جن وقت ڏنو  سنڌ  ڪرونا، تعليم، صحت، سياحت، ڪارونجهر، بحريا ٽائون سميت مختلف مسئلن تي ڳا… ,,
5/6/2021 17:56,مون بہ اھو ئي محسوس ڪيو تہ اوھان صحت بابت ڳالھائيندا پر سھي ھا ڪنھن ٻي ٽائيم  ,,
5/6/2021 17:35,توھان اوچتا گم ڪٿي ٿي ويا؟ ,,
5/6/2021 17:32,ھاھاھاھاھاھاھا   ,,
5/6/2021 14:30,اوڪي نٿا پڇون  ,,
5/6/2021 14:24,پڙھ فلسفو ,,
5/6/2021 14:24,اڄ تہ ماين وارا نخرا ٿئي   ,,
5/6/2021 13:15,ڪڏهن فخر ناهي ڪيو ,,
5/6/2021 13:13,ڏاڍي ٿي نہ سائين؟ ,,
5/6/2021 13:12,ھاھا ,,
5/6/2021 13:12,اڙي ڇا ٿيو؟ ,,
5/6/2021 13:12,حق سومرا ,,
5/6/2021 13:12,فلسفو سکين وئين؟ ,,
5/6/2021 13:11,ھاھاھا ,,
5/6/2021 13:11,ھائو ڏس  تہ سھي ,,
5/6/2021 13:11,مھرباني ٽائيم ڪڍڻ لاءِ ,,
5/6/2021 13:05,بدلو ٿيو؟ ,,
5/6/2021 13:01,يوناني ڏاھو سقراط جڏھن عشق  مبتلا ٿيو  سندس محبوبہ وڏي مڳي واري نڪتي، محبوبہ سامھون سقراط جي سموري ڏاھپ جواب ڏئي… ,,
5/6/2021 12:52,ھل اڃان چاچو ,,
5/6/2021 12:51,آرٽس فيڪلٽي  سياست جو سبجيڪٽ ڀل سائنس طور پڙھايو وڃي پر جڏھن اھا سياست عوام سامھون ڪجي تہ آرٽ بڻجيو پوي. ,,
5/6/2021 12:46,اسان جا ڏوھ سزائين کان ڳرا آھن. ,,
5/6/2021 12:45,اسان جي ڏوھن لاءِ تہ سزائون بہ نہ خلقيون ويون آھن.  ,,
5/6/2021 10:41,ھاھاھا معني توھان جڏھن لکو تہ ھن دنيا  پاڻي ناھي،  مان چوان تہ آھي  اوھان مونکي h2o وارو فارمولا ٻڌ… ,,
5/6/2021 10:35,ثابت ڪري سگھين ٿين؟  ,,
5/6/2021 9:47,بلڪل ائين ئي آھي، سياسي نظرياتي تربيت جي اڻ ھوند آھي، مسئلن کي عام پرسپيڪٽو بجاءِ پنھنجي نظريي کي سامھون رکي ڏٺو ويندو آھي. ,,
5/6/2021 9:43,ھائو  ,,
5/6/2021 9:42,گار معني عجيب جملا جيئن ھر سياسي ڪارڪن لاءِ ٻي تنظيم جو ماڻھو ايجسين جو آھي يا پگھاردار آھي. خلاف… ,,
5/6/2021 8:51,جڏھن بہ سياسي سماجي مسئلن تي تنقيد ڪجي تہ ڏاڍي شائستيَ  مھذب انداز  ڪجي تہ ان جو وڏو اثر پوندو آھي، پر ڪنھن کي گا… ,,
5/6/2021 8:36,ڏاھو ٿي آزالي واڙسپ وارا ميسج ھتي لکبا آھن؟ ,,
5/6/2021 8:18,نہ بابا  ,,
5/6/2021 8:14,اھيو بہ غلط آ  ,,
5/6/2021 5:28,ھاھاھاھاھاھاھا ,,
5/6/2021 5:18,ڪنھن اجنبي سان ملو، اھو اوھان کي اٽريڪٽ ڪرڻ يا وڻڻ لڳي، اوھان ڏاڍي ڪوشش ڪندو، ننڍيون ڳالهيون در گذر ڪند… ,,
